# im_file		object	filter	weight_file	T
# Night 1
tu1842994.fits.fz	SDSSJ2300-0000	g		tu1842995.fits.fz		27.1903 0.	56514.18290867	15.	61	T
tu1844259.fits.fz	SDSSJ2300-0000	i		tu1844690.fits.fz		28.4349	0.	56514.18339739	15.	61	T
tu1845794.fits.fz	SDSSJ2300-0000	z		tu1845978.fits.fz		28.2396	0.	56514.18388744	15.	61	T
# Night 3                                                                             
tu1844405.fits.fz	SDSSJ1442-0005	i		tu1844486.fits.fz		27.7504	0.	56515.03335900	15.	61	T
tu1843304.fits.fz	SDSSJ1442-0005	g		tu1842952.fits.fz		27.3256	0.	56515.03405387	15.	61	T
tu1845977.fits.fz	SDSSJ1442-0005	z		tu1845921.fits.fz		28.2195	0.	56515.03455987	15.	61	T
tu1844674.fits.fz	SDSSJ2140-0000	i		tu1844093.fits.fz		28.4697	0.	56515.17913217	15.	61	T
tu1843406.fits.fz	SDSSJ2140-0000	g		tu1843257.fits.fz		27.1491	0.	56515.17962955	15.	61	T
tu1845967.fits.fz	SDSSJ2140-0000	z		tu1846029.fits.fz		28.2575	0.	56515.18012043	15.	61	T
tu1844252.fits.fz	SDSSJ2300-0000	i		tu1844557.fits.fz		28.4402	0.	56515.18249685	15.	61	T
tu1843196.fits.fz	SDSSJ2300-0000	g		tu1843458.fits.fz		27.2255	0.	56515.18299118	15.	61	T
tu1846027.fits.fz	SDSSJ2300-0000	z		tu1845968.fits.fz		28.2466	0.	56515.18347282	15.	61	T
tu1844477.fits.fz	SDSSJ2300-0000	i		tu1843957.fits.fz		28.3569	0.	56515.27894387	15.	61	F
tu1842973.fits.fz	SDSSJ2300-0000	g		tu1843589.fits.fz		27.1312	0.	56515.27942661	15.	61	F
tu1845966.fits.fz	SDSSJ2300-0000	z		tu1845965.fits.fz		28.1611	0.	56515.27992439	15.	61	F
tu1843772.fits.fz	SDSSJ0200-0000	i		tu1844603.fits.fz		28.4351	0.	56515.28283093	15.	61	T
tu1843650.fits.fz	SDSSJ0200-0000	g		tu1843320.fits.fz		29.7075	0.	56515.28333694	15.	61	T
tu1845842.fits.fz	SDSSJ0200-0000	z		tu1845902.fits.fz		28.1981	0.	56515.28382325	15.	61	T
tu1843861.fits.fz	SDSSJ0200-0000	i		tu1843764.fits.fz		28.5006	0.	56515.42502191	15.	61	T
tu1843299.fits.fz	SDSSJ0200-0000	g		tu1843018.fits.fz		29.7915	0.	56515.42552679	15.	61	T
tu1845961.fits.fz	SDSSJ0200-0000	z		tu1845895.fits.fz		28.2297	0.	56515.42603876	15.	61	T
tu1844243.fits.fz	SDSSJ0100-0000	i		tu1844595.fits.fz		28.4761	0.	56515.42808518	15.	61	T
tu1843355.fits.fz	SDSSJ0100-0000	g		tu1842965.fits.fz		26.8465	0.	56515.42859256	15.	61	T
tu1845960.fits.fz	SDSSJ0100-0000	z		tu1845840.fits.fz		28.2597	0.	56515.42910350	15.	61	T
# Night 4                                                                             
tu1844239.fits.fz	SDSSJ2140-0000	i		tu1844465.fits.fz		27.9565	0.	56516.09455625	15.	61	T
tu1843240.fits.fz	SDSSJ2140-0000	g		tu1842914.fits.fz		26.7593	0.	56516.09504259	15.	61	T
tu1844229.fits.fz	SDSSJ2140-0000	i		tu1844228.fits.fz		28.3452	0.	56516.31284264	15.	61	T
tu1843125.fits.fz	SDSSJ2140-0000	g		tu1842868.fits.fz		26.9842	0.	56516.31334250	15.	61	T
tu1844528.fits.fz	SDSSJ0200-0000	i		tu1844221.fits.fz		28.4417	0.	56516.43273513	15.	61	T
tu1843185.fits.fz	SDSSJ0200-0000	g		tu1843657.fits.fz		29.7936	0.	56516.43323549	15.	61	T
tu1843753.fits.fz	SDSSJ0000-0000	i		tu1844150.fits.fz		27.5325	0.	56516.43620845	15.	61	T
tu1843544.fits.fz	SDSSJ0000-0000	g		tu1843441.fits.fz		26.4497	0.	56516.43670317	15.	61	T
